Ticket_ID,Customer_ID,Agent_Name,Department,Priority,Category,Created_Date,Closed_Date,Resolution_Time_Hours,SLA_Status,CSAT_Score,Region,Channel,Status
TS-2371,CU-1350,Sarah Jenkins,Billing,Low,Invoice Copy,2026-04-01 10:44:00,2026-04-02 04:44:00,18.0,Met,5,Europe,Chat,Closed
TS-2372,CU-1500,Sofia Rodriguez,Account,Low,Login Issue,2026-04-04 18:25:00,2026-04-06 18:43:36,48.31,Met,5,Asia-Pacific,Chat,Closed
TS-2373,CU-1169,John Doe,Billing,Medium,Refund Request,2026-01-02 14:37:00,2026-01-04 12:01:36,45.41,Met,,Asia-Pacific,Phone,Closed
TS-2374,CU-1839,Priya Patel,General,High,Partnership,2026-03-01 13:44:00,2026-03-01 18:32:36,4.81,Met,5,LATAM,Email,Closed
TS-2375,CU-1673,David Lee,Technical,Low,Hardware Malfunction,2026-06-26 18:46:00,2026-06-29 22:43:36,75.96,Met,4,North America,Phone,Closed
TS-2376,CU-1141,Sofia Rodriguez,Account,High,Reset Password,2026-06-06 16:08:00,2026-06-06 23:40:24,7.54,Met,5,North America,Phone,Closed
TS-2377,CU-1749,James Wilson,Account,High,Update Profile,2026-04-24 08:25:00,2026-04-25 12:13:00,27.8,Met,,North America,Chat,Closed
TS-2378,CU-1069,Michael Chen,Billing,Low,Invoice Copy,2026-03-06 16:13:00,2026-03-10 01:24:24,81.19,Met,,Europe,Chat,Closed
TS-2379,CU-1809,Michael Chen,Billing,Medium,Payment Failure,2026-03-06 17:58:00,2026-03-07 04:12:24,10.24,Met,4,LATAM,Chat,Closed
TS-2380,CU-1430,David Lee,Technical,Low,Speed Issue,2026-01-24 17:59:00,2026-01-26 23:05:00,53.1,Met,3,North America,Phone,Closed
TS-2381,CU-1544,Sarah Jenkins,Billing,Low,Invoice Copy,2026-01-16 12:15:00,2026-01-16 21:02:24,8.79,Met,4,North America,Email,Closed
TS-2382,CU-1196,David Lee,Technical,Medium,Integration Error,2026-01-13 11:02:00,2026-01-16 20:48:48,81.78,Met,3,Asia-Pacific,Email,Closed
TS-2383,CU-1462,John Doe,Billing,Low,Payment Failure,2026-06-05 16:44:00,2026-06-09 22:37:24,101.89,Met,1,North America,Phone,Closed
TS-2384,CU-1819,Priya Patel,General,Low,Partnership,2026-02-10 14:04:00,2026-02-10 19:56:48,5.88,Met,5,North America,Portal,Closed
TS-2385,CU-1660,Priya Patel,General,Medium,Feature Request,2026-03-03 11:37:00,2026-03-04 08:41:12,21.07,Met,5,Asia-Pacific,Email,Closed
TS-2386,CU-1097,John Doe,Billing,Low,Refund Request,2026-04-19 14:35:00,2026-04-24 07:44:00,113.15,Met,2,LATAM,Portal,Closed
TS-2387,CU-1923,Priya Patel,General,Medium,Partnership,2026-01-18 18:23:00,2026-01-19 08:21:12,13.97,Met,4,Europe,Portal,Closed
TS-2388,CU-1437,Priya Patel,General,Low,Feature Request,2026-05-25 15:08:00,,,Breached,,Europe,Email,Open
TS-2389,CU-1863,David Lee,Technical,High,Speed Issue,2026-01-30 09:56:00,2026-01-31 22:23:36,36.46,Met,4,LATAM,Email,Closed
TS-2390,CU-1400,Sarah Jenkins,Billing,High,Refund Request,2026-01-13 10:45:00,2026-01-13 17:37:48,6.88,Met,5,North America,Chat,Closed
TS-2391,CU-1054,Marcus Brown,General,High,Partnership,2026-06-23 17:37:00,2026-06-23 22:34:00,4.95,Met,5,LATAM,Phone,Closed
TS-2392,CU-1789,Marcus Brown,General,Low,Feature Request,2026-06-07 13:09:00,2026-06-09 11:04:48,45.93,Met,3,LATAM,Portal,Closed
TS-2393,CU-1374,Alisha Khan,Technical,Medium,Speed Issue,2026-03-08 11:39:00,2026-03-10 08:54:00,45.25,Met,4,LATAM,Chat,Closed
TS-2394,CU-1781,Michael Chen,Billing,Medium,Refund Request,2026-06-29 09:02:00,2026-06-30 11:29:36,26.46,Met,3,Asia-Pacific,Email,Closed
TS-2395,CU-1735,Sofia Rodriguez,Account,High,Account Security,2026-03-15 16:32:00,2026-03-15 17:59:36,1.46,Met,5,Asia-Pacific,Chat,Closed
TS-2396,CU-1484,Priya Patel,General,Low,Partnership,2026-01-06 11:05:00,,,Breached,,Asia-Pacific,Email,In Progress
TS-2397,CU-1973,Priya Patel,General,High,Partnership,2026-05-18 13:16:00,2026-05-18 21:19:36,8.06,Met,5,Europe,Portal,Closed
TS-2398,CU-1041,Marcus Brown,General,Low,Feedback,2026-03-23 09:37:00,2026-03-25 02:38:48,41.03,Met,,Europe,Email,Closed
TS-2399,CU-1978,David Lee,Technical,High,Speed Issue,2026-02-25 14:38:00,2026-03-01 16:42:12,98.07,Breached,2,North America,Chat,Closed
TS-2400,CU-1117,Sarah Jenkins,Billing,High,Payment Failure,2026-03-13 09:21:00,2026-03-14 01:56:24,16.59,Met,5,Asia-Pacific,Email,Closed
TS-2401,CU-1226,Alisha Khan,Technical,Medium,Integration Error,2026-01-07 16:50:00,2026-01-08 20:44:36,27.91,Met,5,LATAM,Portal,Closed
TS-2402,CU-1886,James Wilson,Account,High,Account Security,2026-02-26 09:53:00,2026-02-28 02:41:00,40.8,Met,4,LATAM,Phone,Closed
TS-2403,CU-1516,Michael Chen,Billing,Low,Invoice Copy,2026-05-02 14:46:00,2026-05-06 21:25:00,102.65,Met,,Europe,Phone,Closed
TS-2404,CU-1508,Emily Davis,Technical,High,Speed Issue,2026-05-15 18:42:00,2026-05-16 02:46:12,8.07,Met,4,LATAM,Portal,Closed
TS-2405,CU-1446,Emily Davis,Technical,Medium,Integration Error,2026-03-25 10:11:00,2026-03-29 21:57:12,107.77,Breached,3,North America,Portal,Closed
TS-2406,CU-1109,Marcus Brown,General,Low,Partnership,2026-06-04 15:24:00,2026-06-05 18:16:12,26.87,Met,5,Asia-Pacific,Chat,Closed
TS-2407,CU-1325,Sofia Rodriguez,Account,High,Reset Password,2026-04-10 13:30:00,2026-04-11 16:43:48,27.23,Met,5,North America,Email,Closed
TS-2408,CU-1821,Sarah Jenkins,Billing,Low,Invoice Copy,2026-06-16 13:49:00,2026-06-18 08:39:24,42.84,Met,,LATAM,Email,Closed
TS-2409,CU-1971,Priya Patel,General,Low,Feedback,2026-05-31 11:01:00,2026-06-01 08:34:00,21.55,Met,5,LATAM,Portal,Closed
TS-2410,CU-1856,John Doe,Billing,Low,Subscription Cancel,2026-02-16 10:14:00,2026-02-18 12:49:24,50.59,Met,2,LATAM,Email,Closed
TS-2411,CU-1908,Priya Patel,General,High,Feature Request,2026-02-14 14:41:00,2026-02-14 15:59:36,1.31,Met,5,North America,Email,Closed
TS-2412,CU-1812,Sofia Rodriguez,Account,Medium,Account Security,2026-03-12 12:25:00,,,Breached,,North America,Phone,In Progress
TS-2413,CU-1985,Marcus Brown,General,Medium,General Inquiry,2026-05-07 11:23:00,2026-05-07 20:59:36,9.61,Met,3,LATAM,Phone,Closed
TS-2414,CU-1672,David Lee,Technical,Low,Hardware Malfunction,2026-02-28 18:59:00,2026-03-06 07:53:36,132.91,Met,3,LATAM,Portal,Closed
TS-2415,CU-1445,Alisha Khan,Technical,Medium,Speed Issue,2026-05-02 13:33:00,2026-05-04 00:42:00,35.15,Met,5,Asia-Pacific,Portal,Closed
TS-2416,CU-1575,Priya Patel,General,Low,General Inquiry,2026-03-20 13:51:00,2026-03-20 21:54:36,8.06,Met,,Asia-Pacific,Chat,Closed
TS-2417,CU-1469,David Lee,Technical,Low,System Bug,2026-05-06 10:54:00,,,Breached,,Asia-Pacific,Chat,In Progress
TS-2418,CU-1323,Sarah Jenkins,Billing,Medium,Payment Failure,2026-02-05 13:35:00,,,Breached,,Asia-Pacific,Phone,Pending
TS-2419,CU-1113,Sarah Jenkins,Billing,Medium,Invoice Copy,2026-05-24 09:19:00,2026-05-24 22:34:00,13.25,Met,5,North America,Phone,Closed
TS-2420,CU-1704,Sofia Rodriguez,Account,High,Login Issue,2026-03-03 18:22:00,2026-03-04 02:11:12,7.82,Met,5,Europe,Chat,Closed
TS-2421,CU-1861,James Wilson,Account,High,Reset Password,2026-05-16 11:35:00,2026-05-16 23:39:48,12.08,Met,5,Europe,Portal,Closed
TS-2422,CU-1042,Michael Chen,Billing,Low,Subscription Cancel,2026-04-02 13:48:00,2026-04-06 22:52:12,105.07,Met,5,Europe,Email,Closed
TS-2423,CU-1557,Emily Davis,Technical,Medium,Integration Error,2026-02-05 09:42:00,2026-02-06 09:32:24,23.84,Met,5,LATAM,Email,Closed
TS-2424,CU-1780,David Lee,Technical,High,Integration Error,2026-05-11 18:28:00,2026-05-12 07:59:12,13.52,Met,2,Asia-Pacific,Portal,Closed
TS-2425,CU-1634,Priya Patel,General,Medium,Feedback,2026-06-07 17:34:00,2026-06-08 09:34:36,16.01,Met,3,North America,Phone,Closed
TS-2426,CU-1976,Sarah Jenkins,Billing,High,Invoice Copy,2026-06-16 10:03:00,2026-06-17 02:53:24,16.84,Met,4,Asia-Pacific,Chat,Closed
TS-2427,CU-1567,James Wilson,Account,Low,Login Issue,2026-04-30 10:38:00,2026-05-01 02:11:36,15.56,Met,5,Europe,Chat,Closed
TS-2428,CU-1199,David Lee,Technical,Medium,Integration Error,2026-01-22 08:43:00,2026-01-25 13:53:12,77.17,Met,4,Europe,Email,Closed
TS-2429,CU-1700,Marcus Brown,General,Medium,General Inquiry,2026-02-11 16:07:00,2026-02-11 20:43:00,4.6,Met,5,LATAM,Email,Closed
TS-2430,CU-1840,Emily Davis,Technical,Low,Integration Error,2026-04-24 11:43:00,2026-04-30 04:40:00,136.95,Met,,Europe,Chat,Closed
TS-2431,CU-1659,Sarah Jenkins,Billing,High,Invoice Copy,2026-03-23 08:00:00,2026-03-23 16:19:12,8.32,Met,5,Asia-Pacific,Phone,Closed
TS-2432,CU-1574,Sofia Rodriguez,Account,High,Update Profile,2026-05-09 14:28:00,2026-05-11 23:41:12,57.22,Breached,2,North America,Portal,Closed
TS-2433,CU-1357,Alisha Khan,Technical,Medium,Speed Issue,2026-01-12 09:56:00,2026-01-14 15:25:24,53.49,Met,5,North America,Phone,Closed
TS-2434,CU-1385,Emily Davis,Technical,Medium,Speed Issue,2026-05-21 10:23:00,2026-05-28 11:30:48,169.13,Breached,3,North America,Email,Closed
TS-2435,CU-1421,Alisha Khan,Technical,High,System Bug,2026-03-04 14:38:00,2026-03-07 22:44:36,80.11,Breached,2,LATAM,Chat,Closed
TS-2436,CU-1048,Sarah Jenkins,Billing,Low,Invoice Copy,2026-05-02 08:29:00,2026-05-02 21:42:48,13.23,Met,5,North America,Email,Closed
TS-2437,CU-1107,Sofia Rodriguez,Account,Medium,Reset Password,2026-06-14 12:23:00,2026-06-14 20:35:00,8.2,Met,4,Europe,Chat,Closed
TS-2438,CU-1843,Marcus Brown,General,Medium,Feedback,2026-01-30 18:32:00,2026-01-31 04:02:00,9.5,Met,5,Europe,Email,Closed
TS-2439,CU-1557,Priya Patel,General,Low,Feature Request,2026-05-15 15:47:00,2026-05-15 18:50:00,3.05,Met,,North America,Chat,Closed
TS-2440,CU-1305,Priya Patel,General,Low,Feature Request,2026-06-24 09:04:00,2026-06-24 22:07:36,13.06,Met,,LATAM,Portal,Closed
TS-2441,CU-1191,Marcus Brown,General,Low,Partnership,2026-01-07 12:24:00,2026-01-08 16:20:24,27.94,Met,5,Europe,Phone,Closed
TS-2442,CU-1222,Sofia Rodriguez,Account,Low,Login Issue,2026-02-28 09:48:00,2026-03-01 11:36:36,25.81,Met,5,Europe,Portal,Closed
TS-2443,CU-1287,John Doe,Billing,High,Subscription Cancel,2026-01-25 09:34:00,2026-01-26 00:41:12,15.12,Met,,North America,Email,Closed
TS-2444,CU-1550,Marcus Brown,General,Medium,Feedback,2026-04-25 16:39:00,2026-04-27 11:51:36,43.21,Met,3,LATAM,Email,Closed
TS-2445,CU-1596,Emily Davis,Technical,Low,System Bug,2026-04-15 13:26:00,2026-04-23 06:09:12,184.72,Breached,3,North America,Portal,Closed
TS-2446,CU-1992,Emily Davis,Technical,Low,Hardware Malfunction,2026-04-15 11:53:00,2026-04-18 06:59:00,67.1,Met,5,LATAM,Email,Closed
TS-2447,CU-1106,Alisha Khan,Technical,Medium,Integration Error,2026-05-27 11:33:00,2026-06-01 04:01:12,112.47,Breached,4,Asia-Pacific,Portal,Closed
TS-2448,CU-1117,Priya Patel,General,Medium,Partnership,2026-02-26 11:26:00,,,Breached,,North America,Chat,Open
TS-2449,CU-1822,Sofia Rodriguez,Account,Medium,Update Profile,2026-06-04 08:15:00,2026-06-04 14:40:48,6.43,Met,5,North America,Chat,Closed
TS-2450,CU-1231,David Lee,Technical,High,System Bug,2026-02-25 17:40:00,2026-03-01 15:38:12,93.97,Breached,,LATAM,Phone,Closed
TS-2451,CU-1757,Emily Davis,Technical,High,System Bug,2026-04-14 08:07:00,2026-04-15 13:49:00,29.7,Met,4,LATAM,Phone,Closed
TS-2452,CU-1741,Sofia Rodriguez,Account,Low,Account Security,2026-01-03 15:38:00,2026-01-04 19:17:00,27.65,Met,5,Asia-Pacific,Phone,Closed
TS-2453,CU-1904,Michael Chen,Billing,Medium,Payment Failure,2026-02-18 13:41:00,,,Breached,,Europe,Portal,In Progress
TS-2454,CU-1948,Sarah Jenkins,Billing,Medium,Refund Request,2026-05-01 11:59:00,2026-05-01 16:20:00,4.35,Met,,LATAM,Email,Closed
TS-2455,CU-1176,Emily Davis,Technical,Low,System Bug,2026-03-02 14:20:00,2026-03-05 05:18:48,62.98,Met,5,Asia-Pacific,Chat,Closed
TS-2456,CU-1160,Alisha Khan,Technical,Medium,Hardware Malfunction,2026-04-16 13:44:00,,,Breached,,Europe,Email,Open
TS-2457,CU-1094,Sofia Rodriguez,Account,Medium,Account Security,2026-05-28 12:06:00,2026-05-28 19:48:36,7.71,Met,,LATAM,Email,Closed
TS-2458,CU-1040,Emily Davis,Technical,High,Hardware Malfunction,2026-06-09 08:32:00,,,Breached,,Asia-Pacific,Phone,Open
TS-2459,CU-1184,Michael Chen,Billing,Medium,Refund Request,2026-06-07 12:11:00,2026-06-08 22:51:48,34.68,Met,4,North America,Portal,Closed
TS-2460,CU-1729,Marcus Brown,General,Medium,Feature Request,2026-05-18 14:05:00,2026-05-18 18:32:36,4.46,Met,5,LATAM,Portal,Closed
TS-2461,CU-1647,Priya Patel,General,Low,Feature Request,2026-02-18 11:51:00,2026-02-19 03:36:36,15.76,Met,5,Asia-Pacific,Chat,Closed
TS-2462,CU-1105,James Wilson,Account,High,Reset Password,2026-02-14 12:15:00,2026-02-17 03:49:48,63.58,Breached,2,LATAM,Portal,Closed
TS-2463,CU-1841,James Wilson,Account,Low,Update Profile,2026-01-03 11:36:00,2026-01-04 17:07:48,29.53,Met,5,Asia-Pacific,Email,Closed
TS-2464,CU-1415,John Doe,Billing,Low,Payment Failure,2026-03-29 12:08:00,2026-03-31 02:39:48,38.53,Met,4,North America,Phone,Closed
TS-2465,CU-1529,Sofia Rodriguez,Account,Medium,Account Security,2026-06-14 08:55:00,2026-06-16 03:30:24,42.59,Met,4,LATAM,Portal,Closed
TS-2466,CU-1085,Alisha Khan,Technical,Urgent,Hardware Malfunction,2026-04-25 09:21:00,2026-04-27 04:24:00,43.05,Breached,2,North America,Email,Closed
TS-2467,CU-1967,Sofia Rodriguez,Account,Low,Update Profile,2026-06-27 11:23:00,2026-06-28 15:09:12,27.77,Met,5,North America,Email,Closed
TS-2468,CU-1949,Michael Chen,Billing,High,Invoice Copy,2026-05-28 11:31:00,2026-05-29 20:35:48,33.08,Met,,Asia-Pacific,Phone,Closed
TS-2469,CU-1852,Sarah Jenkins,Billing,High,Invoice Copy,2026-06-24 11:34:00,2026-06-25 11:40:00,24.1,Met,5,Asia-Pacific,Chat,Closed
TS-2470,CU-1309,Alisha Khan,Technical,High,Hardware Malfunction,2026-05-24 08:42:00,2026-05-25 08:31:12,23.82,Met,5,LATAM,Email,Closed
TS-2471,CU-1616,Alisha Khan,Technical,Urgent,System Bug,2026-04-05 10:58:00,2026-04-06 20:32:12,33.57,Breached,,North America,Phone,Closed
TS-2472,CU-1222,Sarah Jenkins,Billing,Medium,Payment Failure,2026-06-24 12:13:00,2026-06-24 22:17:12,10.07,Met,5,Asia-Pacific,Portal,Closed
TS-2473,CU-1239,David Lee,Technical,Medium,Speed Issue,2026-01-23 15:45:00,2026-02-01 15:03:00,215.3,Breached,2,North America,Email,Closed
TS-2474,CU-1287,Priya Patel,General,Medium,Feature Request,2026-04-11 15:34:00,2026-04-12 13:04:36,21.51,Met,5,LATAM,Phone,Closed
TS-2475,CU-1384,James Wilson,Account,Medium,Update Profile,2026-04-25 15:50:00,2026-04-27 04:18:12,36.47,Met,4,Asia-Pacific,Phone,Closed
TS-2476,CU-1026,Priya Patel,General,Low,Partnership,2026-04-24 13:12:00,2026-04-26 07:37:12,42.42,Met,,Europe,Phone,Closed
TS-2477,CU-1034,Priya Patel,General,Medium,General Inquiry,2026-03-16 12:21:00,2026-03-17 02:38:24,14.29,Met,4,Asia-Pacific,Email,Closed
TS-2478,CU-1647,John Doe,Billing,Low,Refund Request,2026-03-20 17:48:00,2026-03-25 04:20:24,106.54,Met,3,North America,Email,Closed
TS-2479,CU-1322,James Wilson,Account,Medium,Login Issue,2026-03-12 14:27:00,2026-03-14 08:21:36,41.91,Met,4,North America,Email,Closed
TS-2480,CU-1664,James Wilson,Account,Medium,Account Security,2026-06-16 14:35:00,,,Breached,,LATAM,Portal,Open
TS-2481,CU-1726,James Wilson,Account,Medium,Account Security,2026-06-14 17:04:00,2026-06-15 05:43:36,12.66,Met,4,Asia-Pacific,Email,Closed
TS-2482,CU-1191,Michael Chen,Billing,High,Invoice Copy,2026-06-09 16:27:00,2026-06-10 03:28:48,11.03,Met,,LATAM,Portal,Closed
TS-2483,CU-1398,Sofia Rodriguez,Account,Low,Account Security,2026-01-24 12:29:00,2026-01-25 08:17:00,19.8,Met,5,North America,Portal,Closed
TS-2484,CU-1003,Sofia Rodriguez,Account,Medium,Reset Password,2026-02-27 16:30:00,2026-02-28 08:39:00,16.15,Met,5,Asia-Pacific,Chat,Closed
TS-2485,CU-1948,David Lee,Technical,Low,System Bug,2026-06-22 11:00:00,2026-06-27 12:36:00,121.6,Met,,LATAM,Portal,Closed
TS-2486,CU-1216,Priya Patel,General,Medium,General Inquiry,2026-05-14 12:45:00,,,Breached,,Europe,Phone,Open
TS-2487,CU-1813,Priya Patel,General,Urgent,General Inquiry,2026-03-30 17:11:00,2026-03-30 21:53:36,4.71,Met,5,Europe,Email,Closed
TS-2488,CU-1734,Sarah Jenkins,Billing,Urgent,Invoice Copy,2026-06-30 17:52:00,2026-07-01 03:53:12,10.02,Met,4,North America,Email,Closed
TS-2489,CU-1868,Sofia Rodriguez,Account,Low,Login Issue,2026-01-23 12:46:00,2026-01-24 01:19:36,12.56,Met,,North America,Email,Closed
TS-2490,CU-1056,David Lee,Technical,Low,System Bug,2026-04-23 16:05:00,2026-04-26 21:44:36,77.66,Met,4,Asia-Pacific,Email,Closed
TS-2491,CU-1760,James Wilson,Account,Medium,Update Profile,2026-05-23 10:38:00,2026-05-26 16:53:36,78.26,Met,4,Europe,Portal,Closed
TS-2492,CU-1085,Michael Chen,Billing,Medium,Subscription Cancel,2026-01-24 08:03:00,,,Breached,,North America,Email,Open
TS-2493,CU-1910,Emily Davis,Technical,Medium,System Bug,2026-05-09 10:09:00,2026-05-12 23:33:36,85.41,Met,5,Europe,Chat,Closed
TS-2494,CU-1391,Alisha Khan,Technical,Low,Hardware Malfunction,2026-01-01 08:22:00,2026-01-05 18:49:00,106.45,Met,5,Europe,Portal,Closed
TS-2495,CU-1721,Michael Chen,Billing,Low,Subscription Cancel,2026-06-07 15:47:00,2026-06-12 10:12:12,114.42,Met,,Europe,Chat,Closed
TS-2496,CU-1735,John Doe,Billing,Medium,Payment Failure,2026-04-08 08:18:00,2026-04-11 17:36:00,81.3,Met,4,Asia-Pacific,Email,Closed
TS-2497,CU-1990,John Doe,Billing,Medium,Invoice Copy,2026-05-30 16:21:00,2026-06-03 13:40:48,93.33,Met,2,North America,Phone,Closed
TS-2498,CU-1138,Priya Patel,General,Medium,Partnership,2026-04-10 18:03:00,2026-04-11 08:36:00,14.55,Met,3,LATAM,Chat,Closed
TS-2499,CU-1604,Sarah Jenkins,Billing,High,Refund Request,2026-02-01 12:54:00,,,Breached,,LATAM,Phone,Pending
TS-2500,CU-1601,Sofia Rodriguez,Account,Medium,Update Profile,2026-05-25 08:23:00,2026-05-25 19:20:00,10.95,Met,5,Europe,Phone,Closed
TS-2501,CU-1419,James Wilson,Account,Medium,Login Issue,2026-05-23 12:55:00,2026-05-24 15:06:24,26.19,Met,4,Europe,Portal,Closed
TS-2502,CU-1340,Alisha Khan,Technical,Medium,Hardware Malfunction,2026-02-17 10:33:00,,,Breached,,Europe,Portal,Open
TS-2503,CU-1735,Emily Davis,Technical,Medium,Speed Issue,2026-05-11 16:21:00,2026-05-18 06:32:24,158.19,Breached,3,North America,Email,Closed
TS-2504,CU-1508,Alisha Khan,Technical,Low,Integration Error,2026-03-25 17:30:00,2026-03-26 23:42:36,30.21,Met,5,LATAM,Email,Closed
TS-2505,CU-1338,Priya Patel,General,Low,General Inquiry,2026-03-16 16:24:00,2026-03-17 03:09:00,10.75,Met,5,LATAM,Chat,Closed
TS-2506,CU-1634,David Lee,Technical,Low,Hardware Malfunction,2026-01-19 13:49:00,2026-01-23 06:25:36,88.61,Met,3,LATAM,Portal,Closed
TS-2507,CU-1958,Emily Davis,Technical,Medium,Hardware Malfunction,2026-01-29 14:50:00,2026-01-31 04:36:48,37.78,Met,4,North America,Email,Closed
TS-2508,CU-1130,Alisha Khan,Technical,Low,Integration Error,2026-06-10 16:49:00,2026-06-14 13:36:24,92.79,Met,3,Europe,Phone,Closed
TS-2509,CU-1035,Emily Davis,Technical,High,Hardware Malfunction,2026-03-27 11:28:00,2026-03-27 21:14:48,9.78,Met,4,North America,Phone,Closed
TS-2510,CU-1280,David Lee,Technical,Low,Integration Error,2026-03-10 14:40:00,2026-03-15 12:39:24,117.99,Met,3,North America,Portal,Closed
TS-2511,CU-1874,Alisha Khan,Technical,Low,Hardware Malfunction,2026-06-24 10:51:00,2026-06-29 00:49:48,109.98,Met,4,North America,Phone,Closed
TS-2512,CU-1804,Marcus Brown,General,High,Partnership,2026-01-23 10:24:00,2026-01-23 18:37:12,8.22,Met,5,Europe,Chat,Closed
TS-2513,CU-1457,Sarah Jenkins,Billing,High,Refund Request,2026-04-06 13:04:00,2026-04-07 08:28:00,19.4,Met,4,LATAM,Email,Closed
TS-2514,CU-1348,Sofia Rodriguez,Account,Medium,Login Issue,2026-06-14 13:42:00,2026-06-14 21:12:36,7.51,Met,4,North America,Chat,Closed
TS-2515,CU-1038,Sofia Rodriguez,Account,Low,Update Profile,2026-03-20 11:49:00,2026-03-21 06:05:48,18.28,Met,5,North America,Portal,Closed
TS-2516,CU-1974,Sofia Rodriguez,Account,High,Reset Password,2026-01-29 13:13:00,2026-01-29 21:56:12,8.72,Met,5,North America,Chat,Closed
TS-2517,CU-1466,James Wilson,Account,Medium,Login Issue,2026-05-04 10:11:00,2026-05-05 03:16:24,17.09,Met,4,Asia-Pacific,Chat,Closed
TS-2518,CU-1650,James Wilson,Account,Low,Update Profile,2026-02-07 16:23:00,,,Breached,,Asia-Pacific,Portal,In Progress
TS-2519,CU-1358,Sofia Rodriguez,Account,Medium,Account Security,2026-04-14 08:09:00,2026-04-14 13:28:48,5.33,Met,5,Asia-Pacific,Email,Closed
TS-2520,CU-1760,Michael Chen,Billing,Low,Subscription Cancel,2026-04-24 18:45:00,2026-04-28 05:34:48,82.83,Met,4,LATAM,Phone,Closed
TS-2521,CU-1711,Sofia Rodriguez,Account,Low,Update Profile,2026-02-25 15:18:00,2026-02-26 09:49:48,18.53,Met,,Asia-Pacific,Chat,Closed
TS-2522,CU-1357,Marcus Brown,General,High,Feedback,2026-06-15 12:36:00,2026-06-16 02:39:36,14.06,Met,3,North America,Email,Closed
TS-2523,CU-1101,James Wilson,Account,Low,Login Issue,2026-06-23 11:22:00,,,Breached,,Europe,Portal,Pending
TS-2524,CU-1810,James Wilson,Account,Urgent,Update Profile,2026-01-15 15:08:00,2026-01-16 01:03:12,9.92,Met,4,LATAM,Portal,Closed
TS-2525,CU-1840,John Doe,Billing,Medium,Invoice Copy,2026-03-21 10:31:00,2026-03-22 13:07:00,26.6,Met,3,Europe,Email,Closed
TS-2526,CU-1582,Sarah Jenkins,Billing,High,Invoice Copy,2026-06-20 08:42:00,2026-06-20 19:52:12,11.17,Met,5,LATAM,Portal,Closed
TS-2527,CU-1374,Alisha Khan,Technical,High,Hardware Malfunction,2026-05-01 17:16:00,2026-05-04 01:11:12,55.92,Breached,3,LATAM,Chat,Closed
TS-2528,CU-1962,Emily Davis,Technical,High,Speed Issue,2026-06-10 18:10:00,2026-06-11 13:45:24,19.59,Met,5,North America,Email,Closed
TS-2529,CU-1560,James Wilson,Account,High,Account Security,2026-03-09 18:40:00,2026-03-09 22:40:00,4.0,Met,,Asia-Pacific,Chat,Closed
TS-2530,CU-1534,Priya Patel,General,Low,Partnership,2026-02-06 08:13:00,2026-02-07 07:17:48,23.08,Met,5,Asia-Pacific,Email,Closed
TS-2531,CU-1740,James Wilson,Account,High,Account Security,2026-02-04 10:01:00,,,Breached,,Asia-Pacific,Portal,In Progress
TS-2532,CU-1268,Sofia Rodriguez,Account,Low,Reset Password,2026-02-13 16:13:00,,,Breached,,Europe,Chat,Open
TS-2533,CU-1012,Marcus Brown,General,Medium,General Inquiry,2026-05-27 08:26:00,2026-05-28 00:30:12,16.07,Met,5,North America,Chat,Closed
TS-2534,CU-1759,Priya Patel,General,Medium,Feedback,2026-05-08 10:02:00,2026-05-08 20:36:48,10.58,Met,,North America,Phone,Closed
TS-2535,CU-1400,Alisha Khan,Technical,Low,Integration Error,2026-04-13 12:39:00,2026-04-15 02:31:12,37.87,Met,5,North America,Chat,Closed
TS-2536,CU-1699,James Wilson,Account,High,Reset Password,2026-02-28 12:08:00,2026-03-01 08:54:12,20.77,Met,,LATAM,Email,Closed
TS-2537,CU-1566,John Doe,Billing,Medium,Payment Failure,2026-04-11 15:00:00,2026-04-18 12:45:36,165.76,Breached,1,Asia-Pacific,Email,Closed
TS-2538,CU-1144,Michael Chen,Billing,Medium,Subscription Cancel,2026-02-06 17:14:00,2026-02-16 04:53:00,227.65,Breached,2,North America,Chat,Closed
TS-2539,CU-1872,James Wilson,Account,Low,Account Security,2026-02-11 09:19:00,2026-02-13 16:20:48,55.03,Met,,LATAM,Email,Closed
TS-2540,CU-1339,John Doe,Billing,Medium,Payment Failure,2026-05-07 15:05:00,2026-05-09 22:35:36,55.51,Met,3,LATAM,Phone,Closed
TS-2541,CU-1915,Marcus Brown,General,Low,Feedback,2026-03-01 18:40:00,2026-03-02 12:34:00,17.9,Met,4,North America,Phone,Closed
TS-2542,CU-1465,Marcus Brown,General,Medium,Feedback,2026-03-25 18:53:00,2026-03-26 20:00:12,25.12,Met,5,LATAM,Portal,Closed
TS-2543,CU-1082,David Lee,Technical,Low,Speed Issue,2026-04-26 13:58:00,2026-05-01 11:38:12,117.67,Met,5,Europe,Portal,Closed
TS-2544,CU-1310,Priya Patel,General,Medium,Feature Request,2026-04-10 08:54:00,2026-04-10 14:33:00,5.65,Met,5,North America,Phone,Closed
TS-2545,CU-1962,Priya Patel,General,High,Feedback,2026-05-28 15:25:00,2026-05-28 21:41:48,6.28,Met,5,Asia-Pacific,Phone,Closed
TS-2546,CU-1525,David Lee,Technical,Low,Hardware Malfunction,2026-06-24 08:48:00,2026-07-07 23:06:36,326.31,Breached,1,Europe,Portal,Closed
